year,state,candidate,party,outcome
2008,Alaska,Ted Stevens,republican,0.0
2008,Alaska,Bob Bird,other,0.0
2008,Alaska,Mark Begich,democrat,1.0
2008,Alaska,"Fredrick D. ""David"" Haase",other,0.0
2008,Alaska,Ted Gianoutsos,other,0.0
2008,Arkansas,Mark L. Pryor,democrat,1.0
2008,Arkansas,Rebekah Kennedy,other,0.0
2008,Colorado,Bob Kinsey,other,0.0
2008,Colorado,Bob Schaffer,republican,0.0
2008,Colorado,"Douglas ""Dayhorse"" Campbell",other,0.0
2008,Colorado,Mark Udall,democrat,1.0
2008,Delaware,Joseph R. Biden Jr.,democrat,1.0
2008,Delaware,Christine O'Donnell,republican,0.0
2008,Georgia,Allen Buckley,other,0.0
2008,Idaho,Kent A. Marmon,other,0.0
2008,Idaho,Jim Risch,republican,1.0
2008,Idaho,Larry LaRocco,democrat,0.0
2008,Idaho,Rex Rammell,other,0.0
2008,Idaho,Pro-Life,other,0.0
2008,Illinois,Steve Sauerberg,republican,0.0
2008,Illinois,Chad N. Koppie,other,0.0
2008,Illinois,Kathy Cummings,other,0.0
2008,Illinois,Larry A. Stafford,other,0.0
2008,Illinois,Richard J. Durbin,democrat,1.0
2008,Iowa,Tom Harkin,democrat,1.0
2008,Iowa,Christopher Reed,republican,0.0
2008,Kansas,Randall L. Hodgkinson,other,0.0
2008,Kansas,Pat Roberts,republican,1.0
2008,Kansas,Jim Slattery,democrat,0.0
2008,Kansas,Joseph L. Martin,other,0.0
2008,Kentucky,Mitch McConnell,republican,1.0
2008,Kentucky,Bruce Lunsford,democrat,0.0
2008,Louisiana,"""Jay"" Patel",other,0.0
2008,Louisiana,Richard Fontanesi,other,0.0
2008,Louisiana,Mary L. Landrieu,democrat,1.0
2008,Louisiana,John Kennedy,republican,0.0
2008,Louisiana,Robert Stewart,other,0.0
2008,Maine,Susan M. Collins,republican,1.0
2008,Maine,Thomas H. Allen,democrat,0.0
2008,Massachusetts,John F. Kerry,democrat,1.0
2008,Massachusetts,Robert J. Underwood,other,0.0
2008,Massachusetts,Jeffrey K. Beatty,republican,0.0
2008,Michigan,Jack Hoogendyk,republican,0.0
2008,Michigan,Harley G. Mikkelson,other,0.0
2008,Michigan,Carl Levin,democrat,1.0
2008,Michigan,Doug Dern,other,0.0
2008,Michigan,Scotty Boman,other,0.0
2008,Michigan,Michael N. Nikitin,other,0.0
2008,Minnesota,Norm Coleman,republican,0.0
2008,Minnesota,Dean Barkley,other,0.0
2008,Minnesota,Charles Aldrich,other,0.0
2008,Minnesota,Al Franken,democrat,1.0
2008,Minnesota,James Niemackl,other,0.0
2008,Mississippi,Ronnie Musgrove,other,0.0
2008,Mississippi,Roger F. Wicker,republican,0.0
2008,Mississippi,Thad Cochran,republican,1.0
2008,Mississippi,Erik Fleming,democrat,0.0
2008,Montana,Bob Kelleher,republican,0.0
2008,Montana,Max Baucus,democrat,1.0
2008,Nebraska,Kelly Renee Rosberg,other,0.0
2008,Nebraska,Steven R. Larrick,other,0.0
2008,Nebraska,Scott Kleeb,democrat,0.0
2008,Nebraska,Mike Johanns,republican,1.0
2008,New Hampshire,John E. Sununu,republican,0.0
2008,New Hampshire,Jeanne Shaheen,democrat,1.0
2008,New Hampshire,"""Ken"" Blevens",other,0.0
2008,New Jersey,J. M. Carter,other,0.0
2008,New Jersey,Frank R. Lautenberg,democrat,1.0
2008,New Jersey,Jason Scheurer,other,0.0
2008,New Jersey,Jeffrey Boss,other,0.0
2008,New Jersey,Sara J. Lobman,other,0.0
2008,New Jersey,Dick Zimmer,republican,0.0
2008,New Jersey,Daryl Mikell Brooks,other,0.0
2008,New Mexico,Tom Udall,democrat,1.0
2008,New Mexico,Steve Pearce,republican,0.0
2008,North Carolina,Kay Hagan,democrat,1.0
2008,North Carolina,Christopher Cole,other,0.0
2008,North Carolina,Elizabeth Dole,republican,0.0
2008,Oklahoma,James M. Inhofe,republican,1.0
2008,Oklahoma,Stephen P. Wallace,other,0.0
2008,Oklahoma,Andrew Rice,democrat,0.0
2008,Oregon,Jeff Merkley,democrat,1.0
2008,Oregon,David Brownlow,other,0.0
2008,Oregon,Gordon H. Smith,republican,0.0
2008,Rhode Island,Jack Reed,democrat,1.0
2008,Rhode Island,Robert G. Tingle,republican,0.0
2008,South Carolina,Bob Conley,democrat,0.0
2008,South Carolina,Lindsey Graham,republican,1.0
2008,South Dakota,Joel Dykstra,republican,0.0
2008,South Dakota,Tim Johnson,democrat,1.0
2008,Tennessee,Christopher G. Fenner,other,0.0
2008,Tennessee,Daniel Towers Lewis,other,0.0
2008,Tennessee,Edward L. Buck,other,0.0
2008,Tennessee,Ed Lawhorn,other,0.0
2008,Tennessee,Lamar Alexander,republican,1.0
2008,Tennessee,Robert D. Tuke,democrat,0.0
2008,Tennessee,Chris Lugo,other,0.0
2008,Tennessee,David Gatchell,other,0.0
2008,Texas,John Cornyn,republican,1.0
2008,Texas,Yvonne Adams Schick,other,0.0
2008,Texas,"Richard J. ""Rick"" Noriega",democrat,0.0
2008,Virginia,William B. Redpath,other,0.0
2008,Virginia,"James S. ""Jim"" Gilmore III",republican,0.0
2008,Virginia,Mark R. Warner,democrat,1.0
2008,Virginia,Glenda Gail Parker,other,0.0
2008,West Virginia,Jay Wolfe,republican,0.0
2008,West Virginia,John D. Rockefeller IV,democrat,1.0
2008,Wyoming,Chris Rothfuss,democrat,0.0
2008,Wyoming,John Barrasso,republican,0.0
2008,Wyoming,Michael B. Enzi,republican,1.0
2008,Wyoming,Nick Carter,democrat,0.0
2010,Alabama,William G. Barnes,democrat,0.0
2010,Alabama,Richard C. Shelby,republican,1.0
2010,Alaska,Tim Carter,other,0.0
2010,Alaska,Ted Gianoutsos,other,0.0
2010,Alaska,Joe Miller,republican,1.0
2010,Alaska,"Fredrick ""David"" Haase",other,0.0
2010,Alaska,Scott T. McAdams,democrat,0.0
2010,Arizona,Jerry Joslyn,other,0.0
2010,Arizona,John McCain,republican,1.0
2010,Arizona,David F. Nolan,other,0.0
2010,Arizona,Rodney Glassman,democrat,0.0
2010,Arkansas,Trevor Drown,other,0.0
2010,Arkansas,John Boozman,republican,1.0
2010,Arkansas,John Laney Gray III,other,0.0
2010,Arkansas,Blanche L. Lincoln,democrat,0.0
2010,California,Gail K. Lightfoot,other,0.0
2010,California,Barbara Boxer,democrat,1.0
2010,California,Edward C. Noonan,other,0.0
2010,California,Duane Roberts,other,0.0
2010,California,Marsha Feinland,other,0.0
2010,California,Carly Fiorina,republican,0.0
2010,Colorado,Jason Napolitano,other,0.0
2010,Colorado,Charley Miller,other,0.0
2010,Colorado,"Maclyn ""Mac"" Stringer",other,0.0
2010,Colorado,Bob Kinsey,other,0.0
2010,Colorado,Ken Buck,republican,0.0
2010,Colorado,Michael F. Bennet,democrat,1.0
2010,Colorado,J. Moromisato,other,0.0
2010,Connecticut,John Mertens,other,0.0
2010,Connecticut,Warren B. Mosler,other,0.0
2010,Connecticut,Linda E. McMahon,republican,0.0
2010,Delaware,Glenn A. Miller,other,0.0
2010,Delaware,Christine O'Donnell,republican,0.0
2010,Delaware,Christopher A. Coons,democrat,1.0
2010,Delaware,James W. Rash,other,0.0
2010,Florida,Bruce Ray Riggs,other,0.0
2010,Florida,Bernie DeCastro,other,0.0
2010,Florida,Bobbie Bean,other,0.0
2010,Florida,Sue Askeland,other,0.0
2010,Florida,Lewis Jerome Armstrong,other,0.0
2010,Florida,Alexander Andrew Snitker,other,0.0
2010,Florida,Rick Tyler,other,0.0
2010,Florida,Charlie Crist,other,0.0
2010,Florida,Marco Rubio,republican,1.0
2010,Florida,Kendrick B. Meek,democrat,0.0
2010,Georgia,"Michael ""Mike"" Thurmond",democrat,0.0
2010,Georgia,Chuck Donovan,other,0.0
2010,Georgia,Johnny Isakson,republican,1.0
2010,Hawaii,Cam Cavasso,republican,0.0
2010,Hawaii,Jim Brewer,other,0.0
2010,Hawaii,Lloyd Jeffrey Mallan,other,0.0
2010,Hawaii,Daniel K. Inouye,democrat,1.0
2010,Hawaii,Jeff Farrett,other,0.0
2010,Idaho,P. Tom Sullivan,democrat,0.0
2010,Idaho,Randy Lynn Bergquist,other,0.0
2010,Idaho,Mike Crapo,republican,1.0
2010,Illinois,Mike Labno,other,0.0
2010,Illinois,LeAlan M. Jones,other,0.0
2010,Illinois,"Alexander ""Alexi"" Giannoulias",democrat,0.0
2010,Illinois,Mark Steven Kirk,republican,1.0
2010,Indiana,Brad Ellsworth,democrat,0.0
2010,Indiana,Rebecca Sink-Burris,other,0.0
2010,Indiana,Dan Coats,republican,1.0
2010,Iowa,Roxanne Conlin,democrat,0.0
2010,Iowa,Chuck Grassley,republican,1.0
2010,Iowa,John Heiderscheit,other,0.0
2010,Kansas,Michael Wm. Dann,other,0.0
2010,Kansas,Lisa Johnston,democrat,0.0
2010,Kansas,Jerry Moran,republican,1.0
2010,Kansas,"Joseph ""Joe"" K. Bellis",other,0.0
2010,Kentucky,Jack Conway,democrat,0.0
2010,Kentucky,Rand Paul,republican,1.0
2010,Louisiana,David Vitter,republican,1.0
2010,Louisiana,"Michael Lane ""Mike"" Spears",other,0.0
2010,Louisiana,"Thomas G. ""Tommy"" LaFargue",other,0.0
2010,Louisiana,Randall Todd Hayes,other,0.0
2010,Louisiana,Milton Gordon,other,0.0
2010,Louisiana,"R. A. ""Skip"" Galan",other,0.0
2010,Louisiana,William R. McShan,other,0.0
2010,Louisiana,"William Robert ""Bob"" Land, Jr.",other,0.0
2010,Louisiana,Michael Karlton Brown,other,0.0
2010,Louisiana,Ernest D. Woolon,other,0.0
2010,Louisiana,Sam Houston Melton,other,0.0
2010,Louisiana,"""Charlie"" Melancon",democrat,0.0
2010,Maryland,Eric Wargotz,republican,0.0
2010,Maryland,Kenniss Henry,other,0.0
2010,Maryland,Richard Shawver,other,0.0
2010,Maryland,"James T. Lynch, Jr.",democrat,0.0
2010,Maryland,Barbara Mikulski,democrat,1.0
2010,Missouri,Robin Carnahan,democrat,0.0
2010,Missouri,Jerry Beck,other,0.0
2010,Missouri,Jonathan Dine,other,0.0
2010,Missouri,Roy Blunt,republican,1.0
2010,Nevada,Jesse Holland,other,0.0
2010,Nevada,Jeffrey C. Reeves,other,0.0
2010,Nevada,Harry Reid,democrat,1.0
2010,Nevada,Michael L. Haines,other,0.0
2010,Nevada,Scott Ashjian,other,0.0
2010,Nevada,Sharron Angle,republican,0.0
2010,Nevada,Tim Fasano,other,0.0
2010,Nevada,Wil Stand,other,0.0
2010,New Hampshire,Ken Bleevens,other,0.0
2010,New Hampshire,Kelly Ayotte,republican,1.0
2010,New Hampshire,Paul W. Hodes,democrat,0.0
2010,New Hampshire,Chris Booth,other,0.0
2010,New York,Kirsten E. Gillibrand,democrat,0.0
2010,New York,Joseph Huff,other,0.0
2010,New York,John Clifton,other,0.0
2010,New York,Bruce Blakeman,other,0.0
2010,New York,Randy A. Credico,other,0.0
2010,New York,Colia Clark,other,0.0
2010,New York,Charles E. Schumer,democrat,1.0
2010,New York,Cecile A. Lawrence,other,0.0
2010,New York,Vivia Morgan,other,0.0
2010,North Carolina,Elaine Marshall,democrat,0.0
2010,North Carolina,Michael Beitler,other,0.0
2010,North Carolina,Richard Burr,republican,1.0
2010,North Dakota,Keith J. Hanson,other,0.0
2010,North Dakota,Tracy Potter,other,0.0
2010,North Dakota,John Hoeven,republican,1.0
2010,Ohio,Lee Fisher,democrat,0.0
2010,Ohio,Rob Portman,republican,1.0
2010,Ohio,Michael L. Pryce,other,0.0
2010,Ohio,Daniel H. LaBotz,other,0.0
2010,Ohio,Eric W. Deaton,other,0.0
2010,Oklahoma,Stephen P. Wallace,other,0.0
2010,Oklahoma,Thomas A. Coburn,republican,1.0
2010,Oklahoma,Jim Rogers,democrat,0.0
2010,Oklahoma,Ronald F. Dwyer,other,0.0
2010,Oregon,Bruce Cronk,other,0.0
2010,Oregon,Jim Huffman,republican,0.0
2010,Oregon,Ron Wyden,democrat,1.0
2010,Oregon,Marc Delphine,other,0.0
2010,Oregon,Rick Staggenborg,other,0.0
2010,Pennsylvania,Pat Toomey,republican,1.0
2010,Pennsylvania,Joe Sestak,democrat,0.0
2010,South Carolina,Tom Clements,other,0.0
2010,South Carolina,Alvin M. Greene,democrat,0.0
2010,South Carolina,Jim DeMint,republican,1.0
2010,South Dakota,John Thune,republican,1.0
2010,Utah,Scott N. Bradley,other,0.0
2010,Utah,Mike Lee,republican,1.0
2010,Utah,Sam F. Granato,democrat,0.0
2010,Vermont,Stephen J. Cain,other,0.0
2010,Vermont,Len Britton,republican,0.0
2010,Vermont,Daniel Freilich,other,0.0
2010,Vermont,Johenry Nunes,other,0.0
2010,Vermont,Patrick J. Leahy,democrat,1.0
2010,Vermont,Peter Diamondstone,other,0.0
2010,Vermont,Cris Ericson,other,0.0
2010,Washington,Patty Murray,democrat,1.0
2010,Washington,Dino Rossi,republican,0.0
2010,West Virginia,Jeff Becker,other,0.0
2010,West Virginia,Jesse Johnson,other,0.0
2010,West Virginia,Joe Manchin III,democrat,1.0
2010,West Virginia,John R. Raese,republican,0.0
2010,Wisconsin,Rob Taylor,other,0.0
2010,Wisconsin,Russell D. Feingold,democrat,0.0
2010,Wisconsin,"Ernest J. Pagels, Jr.",republican,0.0
2010,Wisconsin,Ron Johnson,republican,1.0
2010,Wisconsin,Michael D. LaForest,other,0.0
2012,Arizona,Marc Victor,other,0.0
2012,Arizona,Jeff Flake,republican,1.0
2012,Arizona,Richard Carmona,democrat,0.0
2012,California,Dianne Feinstein,democrat,1.0
2012,California,Elizabeth Emken,republican,0.0
2012,Connecticut,Paul Passarelli,other,0.0
2012,Delaware,Thomas R. Carper,democrat,1.0
2012,Delaware,Andrew Richard Groff,other,0.0
2012,Delaware,Alexander Pires,other,0.0
2012,Delaware,Kevin Wade,republican,0.0
2012,Florida,Bill Nelson,democrat,1.0
2012,Florida,Bill Gaylor,other,0.0
2012,Florida,Chris Borgia,other,0.0
2012,Florida,Connie Mack,republican,0.0
2012,Hawaii,Linda Lingle,republican,0.0
2012,Hawaii,Mazie K. Hirono,democrat,1.0
2012,Indiana,Richard E. Mourdock,republican,0.0
2012,Indiana,Joe Donnelly,democrat,1.0
2012,Indiana,Andrew ??Andy?? Horning,other,0.0
2012,Maine,Angus King,other,1.0
2012,Maine,Cynthia Ann Dill,democrat,0.0
2012,Maine,"Charles E. Summers, Jr.",republican,0.0
2012,Maine,Andrew Ian Dodge,other,0.0
2012,Maryland,Benjamin L. Cardin,democrat,1.0
2012,Maryland,Daniel John Bongino,republican,0.0
2012,Maryland,S. Rob Sobhani,other,0.0
2012,Maryland,Dean Ahmad,other,0.0
2012,Massachusetts,Scott P. Brown,republican,0.0
2012,Massachusetts,Elizabeth A. Warren,democrat,1.0
2012,Michigan,Debbie Stabenow,democrat,1.0
2012,Michigan,Harley Mikkelson,other,0.0
2012,Michigan,Richard A. Matkin,other,0.0
2012,Michigan,John D. Litle,other,0.0
2012,Michigan,Pete Hoekstra,republican,0.0
2012,Michigan,Scotty Boman,other,0.0
2012,Minnesota,Tim Davis,other,0.0
2012,Minnesota,Michael Cavlan,other,0.0
2012,Minnesota,Kurt Bills,republican,0.0
2012,Minnesota,Amy Klobuchar,democrat,1.0
2012,Minnesota,Stephen Williams,other,0.0
2012,Mississippi,"Albert N. Gore, Jr.",democrat,0.0
2012,Mississippi,Shawn O'Hara,other,0.0
2012,Mississippi,Roger F. Wicker,republican,1.0
2012,Mississippi,Thomas Cramer,other,0.0
2012,Missouri,W. Todd Akin,republican,0.0
2012,Missouri,Claire McCaskill,democrat,1.0
2012,Missouri,Jonathan Dine,other,0.0
2012,Montana,Dan Cox,other,0.0
2012,Montana,Jon Tester,democrat,1.0
2012,Montana,Denny Rehberg,republican,0.0
2012,Nebraska,Bob Kerrey,democrat,0.0
2012,Nebraska,Deb Fischer,republican,1.0
2012,Nevada,David Lory Vanderbeek,other,0.0
2012,Nevada,Dean Heller,republican,1.0
2012,Nevada,Shelley Berkley,democrat,0.0
2012,New Jersey,Ken Wolski,other,0.0
2012,New Jersey,Robert ??Turk?? Turkavage,other,0.0
2012,New Jersey,Gregory Pason,other,0.0
2012,New Jersey,Robert Menendez,democrat,1.0
2012,New Jersey,Joe Kyrillos,republican,0.0
2012,New Jersey,Inder ??Andy?? Soni,other,0.0
2012,New Jersey,Gwen Diakos,other,0.0
2012,New Jersey,Kenneth R. Kaplan,other,0.0
2012,New Jersey,J. David Dranikoff,other,0.0
2012,New Jersey,Eugene Martin Lavergne,other,0.0
2012,New Jersey,Daryl Mikell Brooks,other,0.0
2012,New Mexico,Martin Heinrich,democrat,1.0
2012,New Mexico,Jon R. Barrie,other,0.0
2012,New Mexico,Heather A. Wilson,republican,0.0
2012,New York,Chris Edes,other,0.0
2012,New York,Colia Clark,other,0.0
2012,New York,John Mangelli,other,0.0
2012,North Dakota,Rick Berg,republican,0.0
2012,North Dakota,Heidi Heitkamp,democrat,1.0
2012,Ohio,Josh Mandel,republican,0.0
2012,Ohio,Scott A. Rupert,other,0.0
2012,Ohio,Sherrod Brown,democrat,1.0
2012,Pennsylvania,Rayburn Douglas Smith,other,0.0
2012,Pennsylvania,Tom Smith,republican,0.0
2012,Pennsylvania,"Robert P. Casey, Jr.",democrat,1.0
2012,Rhode Island,Sheldon Whitehouse,democrat,1.0
2012,Rhode Island,Benjamin Barrett Hinckley III,republican,0.0
2012,Tennessee,David Gatchell,other,0.0
2012,Tennessee,Shaun E. Crowell,other,0.0
2012,Tennessee,Bob Corker,republican,1.0
2012,Tennessee,Michel Joseph Long,other,0.0
2012,Tennessee,Troy Stephen Scoggin,other,0.0
2012,Tennessee,Mark E. Clayton,democrat,0.0
2012,Tennessee,Kermit Steck,other,0.0
2012,Tennessee,James Higdon,other,0.0
2012,Tennessee,Martin Pleasant,other,0.0
2012,Texas,John Jay Myers,other,0.0
2012,Texas,Ted Cruz,republican,1.0
2012,Texas,Paul Sadler,democrat,0.0
2012,Texas,David B. Collins,other,0.0
2012,Utah,Bill Barron,other,0.0
2012,Utah,Orrin G. Hatch,republican,1.0
2012,Utah,Shaun Lynn McCausland,other,0.0
2012,Utah,Scott Howell,democrat,0.0
2012,Utah,Daniel Geery,other,0.0
2012,Vermont,Pete Diamondstone,other,0.0
2012,Vermont,Laurel Laframboise,other,0.0
2012,Vermont,Chris Ericson,other,0.0
2012,Vermont,John MacGovern,republican,0.0
2012,Vermont,Peter Moss,other,0.0
2012,Vermont,Bernard Sanders,other,1.0
2012,Virginia,George F. Allen,republican,0.0
2012,Virginia,Timothy M. Kaine,democrat,1.0
2012,Washington,Maria Cantwell,democrat,1.0
2012,Washington,Michael Baumgartner,republican,0.0
2012,West Virginia,Joe Manchin III,democrat,1.0
2012,West Virginia,Bob Henry Baber,other,0.0
2012,West Virginia,John R. Raese,republican,0.0
2012,Wisconsin,Tammy Baldwin,democrat,1.0
2012,Wisconsin,Tommy G. Thompson,republican,0.0
2012,Wisconsin,Joseph Kexel,other,0.0
2012,Wisconsin,Nimrod Y. U. Allen III,other,0.0
2012,Wyoming,Joel Otto,other,0.0
2012,Wyoming,John Barrasso,republican,1.0
2012,Wyoming,Tim Chesnut,democrat,0.0
2014,Alabama,Jeff Sessions,republican,1.0
2014,Alaska,Mark Begich,democrat,0.0
2014,Alaska,Mark S. Fish,other,0.0
2014,Alaska,Ted Gianoutsos,other,0.0
2014,Alaska,Dan Sullivan,republican,1.0
2014,Arkansas,Tom Cotton,republican,1.0
2014,Arkansas,Mark L. Pryor,democrat,0.0
2014,Arkansas,Mark H. Swaney,other,0.0
2014,Arkansas,Nathan LaFrance,other,0.0
2014,Colorado,Ra_l Acosta,other,0.0
2014,Colorado,Cory Gardner,republican,1.0
2014,Colorado,Gaylon Kent,other,0.0
2014,Colorado,Bill Hammons,other,0.0
2014,Colorado,Steve Shogan,other,0.0
2014,Colorado,Mark Udall,democrat,0.0
2014,Delaware,Kevin Wade,republican,0.0
2014,Delaware,Christopher A. Coons,democrat,1.0
2014,Delaware,Andrew Groff,other,0.0
2014,Georgia,David A. Perdue,republican,1.0
2014,Georgia,M. Michelle Nunn,democrat,0.0
2014,Georgia,Amanda C. Swafford,other,0.0
2014,Hawaii,Cam Cavasso,republican,0.0
2014,Hawaii,Michael Kokoski,other,0.0
2014,Hawaii,Brian Schatz,democrat,1.0
2014,Idaho,Nels Mitchell,democrat,0.0
2014,Idaho,James E. Risch,republican,1.0
2014,Illinois,Richard J. Durbin,democrat,1.0
2014,Illinois,Sharon Hansen,other,0.0
2014,Illinois,"James D. ""Jim"" Oberweis",republican,0.0
2014,Iowa,Douglas Butzier,other,0.0
2014,Iowa,Rick Stewart,other,0.0
2014,Iowa,Bob Quast,other,0.0
2014,Iowa,Ruth Smith,other,0.0
2014,Iowa,Joni Ernst,republican,1.0
2014,Iowa,Bruce Braley,democrat,0.0
2014,Kansas,Greg Orman,other,0.0
2014,Kansas,Pat Roberts,republican,1.0
2014,Kansas,Randall Batson,other,0.0
2014,Kentucky,David M. Patterson,other,0.0
2014,Kentucky,Alison Lundergan Grimes,democrat,0.0
2014,Kentucky,Mich McConnell,republican,1.0
2014,Louisiana,Brannon Lee McMorris,other,0.0
2014,Louisiana,Wayne Ables,democrat,0.0
2014,Louisiana,Vallian Senegal,democrat,0.0
2014,Louisiana,William P. Waymire Jr.,democrat,0.0
2014,Louisiana,Bill Cassidy,republican,1.0
2014,Louisiana,Mary L. Landrieu,democrat,0.0
2014,Louisiana,Thomas Clements,republican,0.0
2014,Louisiana,"""Rob"" Maness",republican,0.0
2014,Maine,Susan M. Collins,republican,1.0
2014,Maine,Shenna Bellows,democrat,0.0
2014,Massachusetts,Brian J. Herr,republican,0.0
2014,Massachusetts,Edward J. Markey,democrat,1.0
2014,Michigan,Richard A. Matkin,other,0.0
2014,Michigan,Terri Lynn Land,republican,0.0
2014,Michigan,Jim Fulner,other,0.0
2014,Michigan,Gary C. Peters,democrat,1.0
2014,Michigan,Chris Wahmhoff,other,0.0
2014,Minnesota,Heather Johnson,other,0.0
2014,Minnesota,Steve Carlson,other,0.0
2014,Minnesota,Mike McFadden,republican,0.0
2014,Minnesota,Al Franken,democrat,1.0
2014,Mississippi,Travis W. Childers,democrat,0.0
2014,Mississippi,Shawn O'Hara,other,0.0
2014,Mississippi,Thad Cochran,republican,1.0
2014,Montana,Steve Daines,republican,1.0
2014,Montana,Roger Roots,other,0.0
2014,Montana,Amanda Curtis,democrat,0.0
2014,Nebraska,Dave Domina,democrat,0.0
2014,Nebraska,Todd F. Watson,other,0.0
2014,Nebraska,Jim Jenkins,other,0.0
2014,Nebraska,Ben Sasse,republican,1.0
2014,New Hampshire,Jeanne Shaheen,democrat,1.0
2014,New Hampshire,Scott P. Brown,republican,0.0
2014,New Jersey,Joseph Baratelli,other,0.0
2014,New Jersey,Cory A. Booker,democrat,1.0
2014,New Jersey,Antonio N. Sabas,other,0.0
2014,New Jersey,Jeff Bell,republican,0.0
2014,New Jersey,Eugene Martin LaVergne,other,0.0
2014,New Jersey,Jeff Boss,other,0.0
2014,New Jersey,Hank Schroeder,other,0.0
2014,New Mexico,Allen E. Weh,republican,0.0
2014,New Mexico,Tom Udall,democrat,1.0
2014,North Carolina,Kay R. Hagan,democrat,0.0
2014,North Carolina,Thom Tillis,republican,1.0
2014,North Carolina,Sean Haugh,other,0.0
2014,Oklahoma,Joan Farr,other,0.0
2014,Oklahoma,Connie Johnson,democrat,0.0
2014,Oklahoma,Matt Silverstein,democrat,0.0
2014,Oklahoma,Mark T. Beard,other,0.0
2014,Oklahoma,James M. Inhofe,republican,1.0
2014,Oklahoma,Ray Woods,other,0.0
2014,Oklahoma,James Lankford,republican,0.0
2014,Oklahoma,Aaron DeLozier,other,0.0
2014,Oregon,Mike Montchalin,other,0.0
2014,Oregon,Christina Jean Lugo,other,0.0
2014,Oregon,Jeff Merkley,democrat,1.0
2014,Oregon,Monica Wehby,republican,0.0
2014,Oregon,James E. Leuenberger,other,0.0
2014,Rhode Island,Jack Reed,democrat,1.0
2014,Rhode Island,Mark S. Zaccaria,republican,0.0
2014,South Carolina,Jill Bossi,other,0.0
2014,South Carolina,Lindsey Graham,republican,0.0
2014,South Carolina,Joyce Dickerson,democrat,0.0
2014,South Carolina,Tim Scott,republican,1.0
2014,South Carolina,Thomas Ravenel,other,0.0
2014,South Carolina,Victor Kocher,other,0.0
2014,South Dakota,Mike Rounds,republican,1.0
2014,South Dakota,Gordon Howie,other,0.0
2014,South Dakota,Larry Pressler,other,0.0
2014,South Dakota,Rick Weiland,democrat,0.0
2014,Tennessee,Martin Pleasant,other,0.0
2014,Tennessee,Tom Emerson Jr.,other,0.0
2014,Tennessee,Gordon Ball,democrat,0.0
2014,Tennessee,C. Salekin,other,0.0
2014,Tennessee,Lamar Alexander,republican,1.0
2014,Tennessee,Bartholomew J. Phillips,other,0.0
2014,Tennessee,Danny Page,other,0.0
2014,Tennessee,Edmund L. Gauthier,other,0.0
2014,Tennessee,Rick Tyler,other,0.0
2014,Tennessee,Joe Wilmoth,other,0.0
2014,Tennessee,Eric Schechter,other,0.0
2014,Tennessee,Joshua James,other,0.0
2014,Texas,Rebecca Paddock,other,0.0
2014,Texas,"Emily ""Spicybrown"" Sanchez",other,0.0
2014,Texas,John Cornyn,republican,1.0
2014,Texas,David M. Alameel,democrat,0.0
2014,Virginia,Ed. W. Gillespie,republican,0.0
2014,Virginia,Mark R. Warner,democrat,1.0
2014,Virginia,Robert C. Sarvis,other,0.0
2014,West Virginia,Phil Hudok,other,0.0
2014,West Virginia,Natalie Tennant,democrat,0.0
2014,West Virginia,Shelley Moore Capito,republican,1.0
2014,West Virginia,John S. Buckley,other,0.0
2014,West Virginia,Bob Henry Baber,other,0.0
2014,Wyoming,Curt Gottshall,other,0.0
2014,Wyoming,Joseph S. Porambo,other,0.0
2014,Wyoming,Michael B. Enzi,republican,1.0
2014,Wyoming,Charlie Hardy,democrat,0.0
2016,Alabama,Ron Crumpton,democrat,0.0
2016,Alabama,Richard C. Shelby,republican,1.0
2016,Alaska,Joe Miller,other,0.0
2016,Alaska,Ted Gianoutsos,other,0.0
2016,Alaska,Ray Metcalfe,democrat,0.0
2016,Alaska,Margaret Stock,other,0.0
2016,Alaska,Breck A. Craig,other,0.0
2016,Alaska,Lisa Murkowski,republican,1.0
2016,Arizona,Anthony Camboni,other,0.0
2016,Arizona,Ann Kirkpatrick,democrat,0.0
2016,Arizona,Leonard Clark,other,0.0
2016,Arizona,Sydney Dudikoff,republican,0.0
2016,Arizona,John McCain,republican,1.0
2016,Arizona,Gary Swing,other,0.0
2016,Arkansas,John Boozman,republican,1.0
2016,Arkansas,Conner Eldridge,democrat,0.0
2016,Arkansas,Frank Gilbert,other,0.0
2016,California,Loretta Sanchez,democrat,0.0
2016,California,Kamala D. Harris,democrat,1.0
2016,Colorado,Paul Noel Fiorino,other,0.0
2016,Colorado,Dan Chapin,other,0.0
2016,Colorado,Michael F. Bennet,democrat,1.0
2016,Colorado,Lily Tang Williams,other,0.0
2016,Colorado,Bill Hammons,other,0.0
2016,Colorado,Darryl Glenn,republican,0.0
2016,Colorado,Arn Menconi,other,0.0
2016,Connecticut,Dan Carter,republican,0.0
2016,Connecticut,Richard Lion,other,0.0
2016,Connecticut,Jeffery Russell,other,0.0
2016,Florida,Steven Machat,other,0.0
2016,Florida,Patrick Murphy,democrat,0.0
2016,Florida,Paul Stanton,other,0.0
2016,Florida,Basil E. Dalack,other,0.0
2016,Florida,Bruce Nathan,other,0.0
2016,Florida,Marco Rubio,republican,1.0
2016,Florida,Tony Khoury,other,0.0
2016,Georgia,Jim Barksdale,democrat,0.0
2016,Georgia,Allen Buckley,other,0.0
2016,Georgia,Johnny Isakson,republican,1.0
